image_path,student_id,group,split,aug_type,field,gt_value,cer,correct
images/augmented/th/71030005_aug3_blur_contrast.png,71030005,th,augmented,blur_contrast,name,คอ5ครุศาสตร์อุตสาหกรรมและเทคโนโลยี5,0.0,True
images/augmented/th/71030005_aug3_blur_contrast.png,71030005,th,augmented,blur_contrast,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.11764705882352941,True
images/augmented/th/71030005_aug3_blur_contrast.png,71030005,th,augmented,blur_contrast,degree,เทคโนโลยีบัณฑิต,0.0,True
images/augmented/th/71030005_aug3_blur_contrast.png,71030005,th,augmented,blur_contrast,program,เทคโนโลยีชีวภาพทางการเกษตร,0.0,True
images/augmented/th/71030005_aug3_blur_contrast.png,71030005,th,augmented,blur_contrast,date_of_birth,1996-09-04,0.8,False
images/augmented/th/71030005_aug3_blur_contrast.png,71030005,th,augmented,blur_contrast,admis_date,2018-08-06,0.8,False
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,student_id,71030005,0.0,True
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,prename,นาย,0.0,True
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,name,คอ5ครุศาสตร์อุตสาหกรรมและเทคโนโลยี5,0.14285714285714285,True
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.058823529411764705,True
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,degree,เทคโนโลยีบัณฑิต,0.0,True
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,program,เทคโนโลยีชีวภาพทางการเกษตร,0.0,True
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,date_of_birth,1996-09-04,0.7,False
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,admis_date,2018-08-06,0.6,False
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,student_id,71030005,0.0,True
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,prename,นาย,0.0,True
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,name,คอ5ครุศาสตร์อุตสาหกรรมและเทคโนโลยี5,0.0,True
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.058823529411764705,True
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,degree,เทคโนโลยีบัณฑิต,0.0,True
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,program,เทคโนโลยีชีวภาพทางการเกษตร,0.0,True
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,date_of_birth,1996-09-04,0.7,False
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,admis_date,2018-08-06,0.7,False
images/original/th/71030009.png,71030009,th,original,none,student_id,71030009,0.0,True
images/original/th/71030009.png,71030009,th,original,none,prename,นาย,0.0,True
images/original/th/71030009.png,71030009,th,original,none,name,คอ9ครุศาสตร์อุตสาหกรรมและเทคโนโลยี9,0.0,True
images/original/th/71030009.png,71030009,th,original,none,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.058823529411764705,True
images/original/th/71030009.png,71030009,th,original,none,degree,ครุศาสตร์อุตสาหกรรมบัณฑิต,0.0,True
images/original/th/71030009.png,71030009,th,original,none,program,ครุศาสตร์การออกแบบ,0.0,True
images/original/th/71030009.png,71030009,th,original,none,date_of_birth,2000-04-13,0.5,False
images/original/th/71030009.png,71030009,th,original,none,admis_date,2018-08-06,0.5,False
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,student_id,71030009,0.0,True
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,prename,นาย,0.0,True
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,name,คอ9ครุศาสตร์อุตสาหกรรมและเทคโนโลยี9,0.0,True
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.0,True
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,degree,ครุศาสตร์อุตสาหกรรมบัณฑิต,0.0,True
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,program,ครุศาสตร์การออกแบบ,0.0,True
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,date_of_birth,2000-04-13,0.5,False
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,admis_date,2018-08-06,0.5,False
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,student_id,71030009,0.0,True
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,prename,นาย,0.0,True
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,name,คอ9ครุศาสตร์อุตสาหกรรมและเทคโนโลยี9,0.0,True
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.08823529411764706,True
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,degree,ครุศาสตร์อุตสาหกรรมบัณฑิต,0.0,True
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,program,ครุศาสตร์การออกแบบ,0.0,True
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,date_of_birth,2000-04-13,0.5,False
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,admis_date,2018-08-06,0.5,False
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,student_id,71030009,0.0,True
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,prename,นาย,0.0,True
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,name,คอ9ครุศาสตร์อุตสาหกรรมและเทคโนโลยี9,0.0,True
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.11764705882352941,True
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,degree,ครุศาสตร์อุตสาหกรรมบัณฑิต,0.0,True
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,program,ครุศาสตร์การออกแบบ,0.0,True
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,date_of_birth,2000-04-13,0.7,False
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,admis_date,2018-08-06,0.6,False
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,student_id,71030009,0.0,True
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,prename,นาย,0.0,True
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,name,คอ9ครุศาสตร์อุตสาหกรรมและเทคโนโลยี9,0.0,True
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.058823529411764705,True
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,degree,ครุศาสตร์อุตสาหกรรมบัณฑิต,0.0,True
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,program,ครุศาสตร์การออกแบบ,0.0,True
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,date_of_birth,2000-04-13,0.6,False
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,admis_date,2018-08-06,0.6,False
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,student_id,71030009,0.0,True
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,prename,นาย,0.0,True
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,name,คอ9ครุศาสตร์อุตสาหกรรมและเทคโนโลยี9,0.02857142857142857,True
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.08823529411764706,True
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,degree,ครุศาสตร์อุตสาหกรรมบัณฑิต,0.0,True
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,program,ครุศาสตร์การออกแบบ,0.0,True
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,date_of_birth,2000-04-13,0.5,False
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,admis_date,2018-08-06,0.5,False
images/original/th/71030013.png,71030013,th,original,none,student_id,71030013,0.0,True
images/original/th/71030013.png,71030013,th,original,none,prename,นาย,0.0,True
images/original/th/71030013.png,71030013,th,original,none,name,คอ13ครุศาสตร์อุตสาหกรรมและเทคโนโลยี13,0.0,True
images/original/th/71030013.png,71030013,th,original,none,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.058823529411764705,True
images/original/th/71030013.png,71030013,th,original,none,degree,หลักสูตรเทคโนโลยีบัณฑิต,0.0,True
images/original/th/71030013.png,71030013,th,original,none,program,เทคโนโลยีอิเล็กทรอนิกส์,0.0,True
images/original/th/71030013.png,71030013,th,original,none,date_of_birth,1997-07-05,0.6,False
images/original/th/71030013.png,71030013,th,original,none,admis_date,2018-08-06,0.6,False
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,student_id,71030013,0.0,True
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,prename,นาย,0.0,True
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,name,คอ13ครุศาสตร์อุตสาหกรรมและเทคโนโลยี13,0.0,True
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.058823529411764705,True
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,degree,หลักสูตรเทคโนโลยีบัณฑิต,0.0,True
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,program,เทคโนโลยีอิเล็กทรอนิกส์,0.0,True
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,date_of_birth,1997-07-05,0.6,False
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,admis_date,2018-08-06,0.6,False
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,student_id,71030013,0.0,True
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,prename,นาย,0.0,True
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,name,คอ13ครุศาสตร์อุตสาหกรรมและเทคโนโลยี13,0.0,True
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.08823529411764706,True
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,degree,หลักสูตรเทคโนโลยีบัณฑิต,0.0,True
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,program,เทคโนโลยีอิเล็กทรอนิกส์,0.0,True
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,date_of_birth,1997-07-05,0.6,False
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,admis_date,2018-08-06,0.6,False
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,student_id,71030013,0.0,True
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,prename,นาย,0.0,True
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,name,คอ13ครุศาสตร์อุตสาหกรรมและเทคโนโลยี13,0.0,True
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.11764705882352941,True
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,degree,หลักสูตรเทคโนโลยีบัณฑิต,0.21739130434782608,False
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,program,เทคโนโลยีอิเล็กทรอนิกส์,0.08695652173913043,True
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,date_of_birth,1997-07-05,0.7,False
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,admis_date,2018-08-06,0.8,False
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,student_id,71030013,0.0,True
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,prename,นาย,0.0,True
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,name,คอ13ครุศาสตร์อุตสาหกรรมและเทคโนโลยี13,0.0,True
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.058823529411764705,True
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,degree,หลักสูตรเทคโนโลยีบัณฑิต,0.0,True
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,program,เทคโนโลยีอิเล็กทรอนิกส์,0.0,True
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,date_of_birth,1997-07-05,0.6,False
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,admis_date,2018-08-06,0.6,False
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,student_id,71030013,0.0,True
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,prename,นาย,0.0,True
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,name,คอ13ครุศาสตร์อุตสาหกรรมและเทคโนโลยี13,0.0,True
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,faculty_name,คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,0.058823529411764705,True
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,degree,หลักสูตรเทคโนโลยีบัณฑิต,0.13043478260869565,True
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,program,เทคโนโลยีอิเล็กทรอนิกส์,0.0,True
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,date_of_birth,1997-07-05,0.7,False
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,admis_date,2018-08-06,0.6,False
images/original/th/72100002.png,72100002,th,original,none,student_id,72100002,0.0,True
images/original/th/72100002.png,72100002,th,original,none,prename,miss,0.0,True
images/original/th/72100002.png,72100002,th,original,none,name,mit2materialsinnovationandtechnology2,0.0,True
images/original/th/72100002.png,72100002,th,original,none,faculty_name,collegeofnanotechnology,0.0,True
images/original/th/72100002.png,72100002,th,original,none,degree,bachelorofengineering,0.0,True
images/original/th/72100002.png,72100002,th,original,none,program,nanomaterialengineering,0.0,True
images/original/th/72100002.png,72100002,th,original,none,date_of_birth,2000-03-08,0.6,False
images/original/th/72100002.png,72100002,th,original,none,admis_date,2019-08-05,0.5,False
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,student_id,72100002,0.0,True
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,prename,miss,0.0,True
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,name,mit2materialsinnovationandtechnology2,0.02702702702702703,True
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,degree,bachelorofengineering,0.0,True
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,program,nanomaterialengineering,0.0,True
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,date_of_birth,2000-03-08,0.6,False
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,admis_date,2019-08-05,0.5,False
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,student_id,72100002,0.0,True
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,prename,miss,0.0,True
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,name,mit2materialsinnovationandtechnology2,0.0,True
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,degree,bachelorofengineering,0.0,True
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,program,nanomaterialengineering,0.0,True
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,date_of_birth,2000-03-08,0.6,False
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,admis_date,2019-08-05,0.5,False
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,student_id,72100002,0.0,True
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,prename,miss,0.0,True
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,name,mit2materialsinnovationandtechnology2,0.0,True
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,degree,bachelorofengineering,0.0,True
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,program,nanomaterialengineering,0.0,True
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,date_of_birth,2000-03-08,0.6,False
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,admis_date,2019-08-05,0.5,False
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,student_id,72100002,0.0,True
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,prename,miss,0.0,True
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,name,mit2materialsinnovationandtechnology2,0.0,True
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,degree,bachelorofengineering,0.0,True
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,program,nanomaterialengineering,0.0,True
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,date_of_birth,2000-03-08,0.6,False
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,admis_date,2019-08-05,0.5,False
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,student_id,72100002,0.0,True
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,prename,miss,0.0,True
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,name,mit2materialsinnovationandtechnology2,0.0,True
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,degree,bachelorofengineering,0.0,True
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,program,nanomaterialengineering,0.0,True
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,date_of_birth,2000-03-08,0.6,False
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,admis_date,2019-08-05,0.5,False
images/original/th/72100006.png,72100006,th,original,none,student_id,72100006,0.0,True
images/original/th/72100006.png,72100006,th,original,none,prename,mr.,0.0,True
images/original/th/72100006.png,72100006,th,original,none,name,mit6materialsinnovationandtechnology6,0.0,True
images/original/th/72100006.png,72100006,th,original,none,faculty_name,collegeofnanotechnology,0.0,True
images/original/th/72100006.png,72100006,th,original,none,degree,bachelorofengineering,0.0,True
images/original/th/72100006.png,72100006,th,original,none,program,nanomaterialengineering,0.0,True
images/original/th/72100006.png,72100006,th,original,none,date_of_birth,2000-07-17,0.6,False
images/original/th/72100006.png,72100006,th,original,none,admis_date,2019-08-05,0.5,False
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,student_id,72100006,0.0,True
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,prename,mr.,0.3333333333333333,False
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,name,mit6materialsinnovationandtechnology6,0.0,True
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,degree,bachelorofengineering,0.0,True
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,program,nanomaterialengineering,0.0,True
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,date_of_birth,2000-07-17,0.6,False
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,admis_date,2019-08-05,0.5,False
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,student_id,72100006,0.0,True
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,prename,mr.,0.0,True
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,name,mit6materialsinnovationandtechnology6,0.0,True
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,degree,bachelorofengineering,0.0,True
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,program,nanomaterialengineering,0.0,True
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,date_of_birth,2000-07-17,0.6,False
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,admis_date,2019-08-05,0.5,False
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,student_id,72100006,0.375,False
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,prename,mr.,0.3333333333333333,False
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,name,mit6materialsinnovationandtechnology6,0.0,True
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,degree,bachelorofengineering,0.0,True
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,program,nanomaterialengineering,0.0,True
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,date_of_birth,2000-07-17,0.6,False
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,admis_date,2019-08-05,0.5,False
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,student_id,72100006,0.0,True
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,prename,mr.,0.0,True
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,name,mit6materialsinnovationandtechnology6,0.0,True
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,degree,bachelorofengineering,0.0,True
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,program,nanomaterialengineering,0.0,True
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,date_of_birth,2000-07-17,0.6,False
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,admis_date,2019-08-05,0.5,False
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,student_id,72100006,0.0,True
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,prename,mr.,0.0,True
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,name,mit6materialsinnovationandtechnology6,0.0,True
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,faculty_name,collegeofnanotechnology,0.0,True
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,degree,bachelorofengineering,0.0,True
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,program,nanomaterialengineering,0.0,True
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,date_of_birth,2000-07-17,0.6,False
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,admis_date,2019-08-05,0.5,False
images/original/th/72100009.png,72100009,th,original,none,student_id,72100009,0.0,True
images/original/th/72100009.png,72100009,th,original,none,prename,miss,0.0,True
images/original/th/72100009.png,72100009,th,original,none,name,mit9materialsinnovationandtechnology9,0.0,True
images/original/th/72100009.png,72100009,th,original,none,faculty_name,collegeofmaterialsinnovationandtechnology,0.0,True
images/original/th/72100009.png,72100009,th,original,none,degree,bachelorofengineering,0.0,True
images/original/th/72100009.png,72100009,th,original,none,program,nanomaterialengineering,0.0,True
images/original/th/72100009.png,72100009,th,original,none,date_of_birth,2001-12-17,0.6,False
images/original/th/72100009.png,72100009,th,original,none,admis_date,2019-08-05,0.6,False
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,student_id,72100009,0.0,True
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,prename,miss,0.0,True
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,name,mit9materialsinnovationandtechnology9,0.0,True
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,faculty_name,collegeofmaterialsinnovationandtechnology,0.0,True
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,degree,bachelorofengineering,0.0,True
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,program,nanomaterialengineering,0.0,True
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,date_of_birth,2001-12-17,0.6,False
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,admis_date,2019-08-05,0.6,False
images/augmented/th/72100009_aug2_noise.png,72100009,th,augmented,noise,student_id,72100009,0.0,True
images/augmented/th/72100009_aug2_noise.png,72100009,th,augmented,noise,prename,miss,0.0,True
